,cost,emission,grid,wood_supply,DHDC_small_heat,DHDC_medium_heat,DHDC_large_heat,wood_boiler_heat,wood_boiler_DHW,PV,SCFP,ASHP,ASHP_DHW,GSHP_heat,GSHP_cooling,battery,DHW_storage,heat_storage,geothermal_boreholes,demand_electricity,demand_space_heating,demand_space_cooling,demand_hot_water
0,1466106.1124659416,2364.4826678981894,4.0,29.0,100.0,700.0,2000.0,2000.0,2000.0,13.70948799208067,0.0,6.0,2.0,,,250.00000000000006,0.0,0.0,,2.259896666666666,20.23333333333333,5.39386,1.953166666666667
1,744865.8801369049,2569.5135557005115,4.0,13.0,50.0,0.0,0.0,7.5769475205997985,5.0,13.709487992080671,0.0,5.39386,1.9336366666666667,,,2.6119305555555568,0.0,0.0,,2.259896666666666,20.23333333333333,5.39386,1.953166666666667
2,552629.9390391904,2774.5444435028435,4.0,9.0,50.0,0.0,0.0,5.0,5.0,13.70948799208067,0.0,5.39386,1.9336366666666667,,,2.6119305555555568,0.0,0.0,,2.259896666666666,20.23333333333333,5.39386,1.953166666666667
3,360435.7676905967,2979.5753313051473,4.0,9.0,50.0,0.0,0.0,5.0,5.0,13.70948799208067,0.0,5.39386,1.9336366666666667,,,2.6119305555555568,0.0,0.0,,2.259896666666666,20.23333333333333,5.39386,1.953166666666667
4,250232.18209473713,3184.6062191074743,4.0,0.0,50.0,0.0,0.0,0.0,0.0,13.70948799208067,0.0,5.39386,1.9531666666666667,,,2.56675,0.0,0.0,,2.259896666666666,20.23333333333333,5.39386,1.953166666666667
